record_id,site_id,material_category,week,opening_stock,closing_stock,stockout_flag,days_below_threshold,emergency_replenishment_flag
INV-SITE_07-EXP-20260119,SITE_07,Explosives,2026-01-19,50.84,2.84,0,7,0
INV-SITE_07-EXP-20260126,SITE_07,Explosives,2026-01-26,15.0,0.0,1,7,1
INV-SITE_07-EXP-20260202,SITE_07,Explosives,2026-02-02,37.29,0.0,1,7,1
INV-SITE_07-EXP-20260209,SITE_07,Explosives,2026-02-09,30.83,0.0,1,7,1
INV-SITE_07-EXP-20260216,SITE_07,Explosives,2026-02-16,21.57,0.0,1,7,1
INV-SITE_07-EXP-20260223,SITE_07,Explosives,2026-02-23,27.76,10.79,0,7,1
INV-SITE_07-EXP-20260302,SITE_07,Explosives,2026-03-02,34.58,0.0,1,7,1
INV-SITE_07-EXP-20260309,SITE_07,Explosives,2026-03-09,25.87,9.39,0,7,1
INV-SITE_07-EXP-20260316,SITE_07,Explosives,2026-03-16,45.45,74.68,0,0,0
INV-SITE_07-EXP-20260323,SITE_07,Explosives,2026-03-23,74.68,45.33,0,4,0
INV-SITE_07-EXP-20260330,SITE_07,Explosives,2026-03-30,45.33,0.0,1,7,1
INV-SITE_07-DIE-20251103,SITE_07,Diesel,2025-11-03,120.0,126.58,0,0,0
INV-SITE_07-DIE-20251110,SITE_07,Diesel,2025-11-10,126.58,109.4,0,0,0
INV-SITE_07-DIE-20251117,SITE_07,Diesel,2025-11-17,109.4,44.92,0,0,0
INV-SITE_07-DIE-20251124,SITE_07,Diesel,2025-11-24,44.92,36.17,0,0,0
INV-SITE_07-DIE-20251201,SITE_07,Diesel,2025-12-01,36.17,18.37,0,6,0
INV-SITE_07-DIE-20251208,SITE_07,Diesel,2025-12-08,18.37,1.49,0,7,0
INV-SITE_07-DIE-20251215,SITE_07,Diesel,2025-12-15,15.0,40.54,0,0,0
INV-SITE_07-DIE-20251222,SITE_07,Diesel,2025-12-22,40.54,0.0,1,7,1
INV-SITE_07-DIE-20251229,SITE_07,Diesel,2025-12-29,22.34,0.0,1,7,1
INV-SITE_07-DIE-20260105,SITE_07,Diesel,2026-01-05,15.68,18.5,0,6,0
INV-SITE_07-DIE-20260112,SITE_07,Diesel,2026-01-12,18.5,0.0,1,7,1
INV-SITE_07-DIE-20260119,SITE_07,Diesel,2026-01-19,19.42,6.9,0,7,1
INV-SITE_07-DIE-20260126,SITE_07,Diesel,2026-01-26,30.48,0.0,1,7,1
INV-SITE_07-DIE-20260202,SITE_07,Diesel,2026-02-02,27.5,0.0,1,7,1
INV-SITE_07-DIE-20260209,SITE_07,Diesel,2026-02-09,32.79,50.55,0,0,0
INV-SITE_07-DIE-20260216,SITE_07,Diesel,2026-02-16,50.55,42.31,0,0,0
INV-SITE_07-DIE-20260223,SITE_07,Diesel,2026-02-23,42.31,17.54,0,7,1
INV-SITE_07-DIE-20260302,SITE_07,Diesel,2026-03-02,38.01,26.24,0,3,0
INV-SITE_07-DIE-20260309,SITE_07,Diesel,2026-03-09,26.24,0.86,0,7,0
INV-SITE_07-DIE-20260316,SITE_07,Diesel,2026-03-16,15.0,3.04,1,7,1
INV-SITE_07-DIE-20260323,SITE_07,Diesel,2026-03-23,29.27,25.41,0,4,1
INV-SITE_07-DIE-20260330,SITE_07,Diesel,2026-03-30,37.87,0.0,1,7,1
INV-SITE_07-GRI-20251103,SITE_07,Grinding Media,2025-11-03,120.0,113.02,0,0,0
INV-SITE_07-GRI-20251110,SITE_07,Grinding Media,2025-11-10,113.02,104.45,0,0,0
INV-SITE_07-GRI-20251117,SITE_07,Grinding Media,2025-11-17,104.45,56.83,0,0,0
INV-SITE_07-GRI-20251124,SITE_07,Grinding Media,2025-11-24,56.83,25.38,0,7,0
INV-SITE_07-GRI-20251201,SITE_07,Grinding Media,2025-12-01,25.38,18.56,0,7,0
INV-SITE_07-GRI-20251208,SITE_07,Grinding Media,2025-12-08,18.56,0.0,1,7,1
INV-SITE_07-GRI-20251215,SITE_07,Grinding Media,2025-12-15,20.25,0.0,1,7,1
INV-SITE_07-GRI-20251222,SITE_07,Grinding Media,2025-12-22,34.1,0.0,1,7,1
INV-SITE_07-GRI-20251229,SITE_07,Grinding Media,2025-12-29,15.5,0.0,1,7,1
INV-SITE_07-GRI-20260105,SITE_07,Grinding Media,2026-01-05,29.77,0.0,1,7,1
INV-SITE_07-GRI-20260112,SITE_07,Grinding Media,2026-01-12,16.82,1.53,0,7,1
INV-SITE_07-GRI-20260119,SITE_07,Grinding Media,2026-01-19,20.0,0.0,1,7,1
INV-SITE_07-GRI-20260126,SITE_07,Grinding Media,2026-01-26,23.01,0.0,1,7,1
INV-SITE_07-GRI-20260202,SITE_07,Grinding Media,2026-02-02,16.06,0.0,1,7,1
INV-SITE_07-GRI-20260209,SITE_07,Grinding Media,2026-02-09,20.85,0.0,1,7,1
INV-SITE_07-GRI-20260216,SITE_07,Grinding Media,2026-02-16,21.91,22.72,0,7,0
INV-SITE_07-GRI-20260223,SITE_07,Grinding Media,2026-02-23,22.72,0.0,1,7,1
INV-SITE_07-GRI-20260302,SITE_07,Grinding Media,2026-03-02,30.74,35.71,0,4,1
INV-SITE_07-GRI-20260309,SITE_07,Grinding Media,2026-03-09,51.56,0.0,1,7,1
INV-SITE_07-GRI-20260316,SITE_07,Grinding Media,2026-03-16,23.74,54.95,0,0,0
INV-SITE_07-GRI-20260323,SITE_07,Grinding Media,2026-03-23,54.95,14.56,0,7,0
INV-SITE_07-GRI-20260330,SITE_07,Grinding Media,2026-03-30,15.0,0.0,1,7,1
INV-SITE_07-DRI-20251103,SITE_07,Drill Consumables,2025-11-03,207.0,218.97,0,0,0
INV-SITE_07-DRI-20251110,SITE_07,Drill Consumables,2025-11-10,218.97,215.42,0,0,0
INV-SITE_07-DRI-20251117,SITE_07,Drill Consumables,2025-11-17,215.42,200.19,0,0,0
INV-SITE_07-DRI-20251124,SITE_07,Drill Consumables,2025-11-24,200.19,149.74,0,0,0
INV-SITE_07-DRI-20251201,SITE_07,Drill Consumables,2025-12-01,149.74,130.96,0,0,0
INV-SITE_07-DRI-20251208,SITE_07,Drill Consumables,2025-12-08,130.96,91.86,0,0,0
INV-SITE_07-DRI-20251215,SITE_07,Drill Consumables,2025-12-15,91.86,59.55,0,0,0
INV-SITE_07-DRI-20251222,SITE_07,Drill Consumables,2025-12-22,59.55,29.67,0,4,1
INV-SITE_07-DRI-20251229,SITE_07,Drill Consumables,2025-12-29,45.31,52.45,0,0,0
INV-SITE_07-DRI-20260105,SITE_07,Drill Consumables,2026-01-05,52.45,70.57,0,0,0
INV-SITE_07-DRI-20260112,SITE_07,Drill Consumables,2026-01-12,70.57,35.95,0,1,1
INV-SITE_07-DRI-20260119,SITE_07,Drill Consumables,2026-01-19,69.53,81.56,0,0,0
INV-SITE_07-DRI-20260126,SITE_07,Drill Consumables,2026-01-26,81.56,74.55,0,0,0
INV-SITE_07-DRI-20260202,SITE_07,Drill Consumables,2026-02-02,74.55,37.63,0,1,0
INV-SITE_07-DRI-20260209,SITE_07,Drill Consumables,2026-02-09,37.63,11.07,0,7,1
INV-SITE_07-DRI-20260216,SITE_07,Drill Consumables,2026-02-16,35.7,38.94,0,1,0
INV-SITE_07-DRI-20260223,SITE_07,Drill Consumables,2026-02-23,38.94,0.0,1,7,1
INV-SITE_07-DRI-20260302,SITE_07,Drill Consumables,2026-03-02,16.3,0.27,0,7,0
INV-SITE_07-DRI-20260309,SITE_07,Drill Consumables,2026-03-09,15.0,2.24,1,7,1
INV-SITE_07-DRI-20260316,SITE_07,Drill Consumables,2026-03-16,30.63,86.16,0,0,0
INV-SITE_07-DRI-20260323,SITE_07,Drill Consumables,2026-03-23,86.16,69.1,0,0,0
INV-SITE_07-DRI-20260330,SITE_07,Drill Consumables,2026-03-30,69.1,79.78,0,0,0
INV-SITE_07-TYR-20251103,SITE_07,Tyres,2025-11-03,163.0,174.16,0,0,0
INV-SITE_07-TYR-20251110,SITE_07,Tyres,2025-11-10,174.16,142.56,0,0,0
INV-SITE_07-TYR-20251117,SITE_07,Tyres,2025-11-17,142.56,134.5,0,0,0
INV-SITE_07-TYR-20251124,SITE_07,Tyres,2025-11-24,134.5,151.03,0,0,0
INV-SITE_07-TYR-20251201,SITE_07,Tyres,2025-12-01,151.03,177.96,0,0,0
INV-SITE_07-TYR-20251208,SITE_07,Tyres,2025-12-08,177.96,151.08,0,0,0
INV-SITE_07-TYR-20251215,SITE_07,Tyres,2025-12-15,151.08,108.94,0,0,0
INV-SITE_07-TYR-20251222,SITE_07,Tyres,2025-12-22,108.94,125.45,0,0,0
INV-SITE_07-TYR-20251229,SITE_07,Tyres,2025-12-29,125.45,123.57,0,0,0
INV-SITE_07-TYR-20260105,SITE_07,Tyres,2026-01-05,123.57,83.21,0,0,0
INV-SITE_07-TYR-20260112,SITE_07,Tyres,2026-01-12,83.21,51.14,0,0,0
INV-SITE_07-TYR-20260119,SITE_07,Tyres,2026-01-19,51.14,47.99,0,1,1
INV-SITE_07-TYR-20260126,SITE_07,Tyres,2026-01-26,61.91,65.54,0,0,0
INV-SITE_07-TYR-20260202,SITE_07,Tyres,2026-02-02,65.54,33.95,0,4,1
INV-SITE_07-TYR-20260209,SITE_07,Tyres,2026-02-09,52.03,33.95,0,4,1
INV-SITE_07-TYR-20260216,SITE_07,Tyres,2026-02-16,65.51,35.55,0,4,0
INV-SITE_07-TYR-20260223,SITE_07,Tyres,2026-02-23,35.55,0.0,1,7,1
INV-SITE_07-TYR-20260302,SITE_07,Tyres,2026-03-02,37.94,47.79,0,1,0
INV-SITE_07-TYR-20260309,SITE_07,Tyres,2026-03-09,47.79,28.86,0,6,0
INV-SITE_07-TYR-20260316,SITE_07,Tyres,2026-03-16,28.86,30.38,0,5,1
INV-SITE_07-TYR-20260323,SITE_07,Tyres,2026-03-23,50.47,23.46,0,7,1
INV-SITE_07-TYR-20260330,SITE_07,Tyres,2026-03-30,56.43,55.37,0,0,0
INV-SITE_07-SAF-20251103,SITE_07,Safety PPE,2025-11-03,190.0,173.94,0,0,0
INV-SITE_07-SAF-20251110,SITE_07,Safety PPE,2025-11-10,173.94,162.43,0,0,0
INV-SITE_07-SAF-20251117,SITE_07,Safety PPE,2025-11-17,162.43,146.78,0,0,0
INV-SITE_07-SAF-20251124,SITE_07,Safety PPE,2025-11-24,146.78,133.44,0,0,0
INV-SITE_07-SAF-20251201,SITE_07,Safety PPE,2025-12-01,133.44,118.16,0,0,0
INV-SITE_07-SAF-20251208,SITE_07,Safety PPE,2025-12-08,118.16,90.26,0,0,0
INV-SITE_07-SAF-20251215,SITE_07,Safety PPE,2025-12-15,90.26,51.09,0,0,0
INV-SITE_07-SAF-20251222,SITE_07,Safety PPE,2025-12-22,51.09,11.91,0,7,0
INV-SITE_07-SAF-20251229,SITE_07,Safety PPE,2025-12-29,15.0,63.72,0,0,0
INV-SITE_07-SAF-20260105,SITE_07,Safety PPE,2026-01-05,63.72,52.09,0,0,0
INV-SITE_07-SAF-20260112,SITE_07,Safety PPE,2026-01-12,52.09,53.02,0,0,0
INV-SITE_07-SAF-20260119,SITE_07,Safety PPE,2026-01-19,53.02,66.25,0,0,0
INV-SITE_07-SAF-20260126,SITE_07,Safety PPE,2026-01-26,66.25,64.49,0,0,0
INV-SITE_07-SAF-20260202,SITE_07,Safety PPE,2026-02-02,64.49,29.42,0,1,0
INV-SITE_07-SAF-20260209,SITE_07,Safety PPE,2026-02-09,29.42,22.65,0,4,0
INV-SITE_07-SAF-20260216,SITE_07,Safety PPE,2026-02-16,22.65,9.84,0,7,1
INV-SITE_07-SAF-20260223,SITE_07,Safety PPE,2026-02-23,45.45,50.91,0,0,0
INV-SITE_07-SAF-20260302,SITE_07,Safety PPE,2026-03-02,50.91,49.11,0,0,0
INV-SITE_07-SAF-20260309,SITE_07,Safety PPE,2026-03-09,49.11,38.88,0,0,0
INV-SITE_07-SAF-20260316,SITE_07,Safety PPE,2026-03-16,38.88,48.15,0,0,0
INV-SITE_07-SAF-20260323,SITE_07,Safety PPE,2026-03-23,48.15,31.11,0,1,0
INV-SITE_07-SAF-20260330,SITE_07,Safety PPE,2026-03-30,31.11,53.61,0,0,0
INV-SITE_07-REA-20251103,SITE_07,Reagents,2025-11-03,202.0,180.89,0,0,0
INV-SITE_07-REA-20251110,SITE_07,Reagents,2025-11-10,180.89,155.18,0,0,0
INV-SITE_07-REA-20251117,SITE_07,Reagents,2025-11-17,155.18,125.07,0,0,0
INV-SITE_07-REA-20251124,SITE_07,Reagents,2025-11-24,125.07,119.73,0,0,0
INV-SITE_07-REA-20251201,SITE_07,Reagents,2025-12-01,119.73,137.68,0,0,0
INV-SITE_07-REA-20251208,SITE_07,Reagents,2025-12-08,137.68,140.14,0,0,0
INV-SITE_07-REA-20251215,SITE_07,Reagents,2025-12-15,140.14,177.25,0,0,0
INV-SITE_07-REA-20251222,SITE_07,Reagents,2025-12-22,177.25,181.56,0,0,0
INV-SITE_07-REA-20251229,SITE_07,Reagents,2025-12-29,181.56,169.1,0,0,0
INV-SITE_07-REA-20260105,SITE_07,Reagents,2026-01-05,169.1,152.36,0,0,0
INV-SITE_07-REA-20260112,SITE_07,Reagents,2026-01-12,152.36,140.96,0,0,0
INV-SITE_07-REA-20260119,SITE_07,Reagents,2026-01-19,140.96,120.8,0,0,0
INV-SITE_07-REA-20260126,SITE_07,Reagents,2026-01-26,120.8,154.88,0,0,0
INV-SITE_07-REA-20260202,SITE_07,Reagents,2026-02-02,154.88,147.77,0,0,0
INV-SITE_07-REA-20260209,SITE_07,Reagents,2026-02-09,147.77,165.71,0,0,0
INV-SITE_07-REA-20260216,SITE_07,Reagents,2026-02-16,165.71,107.79,0,0,0
INV-SITE_07-REA-20260223,SITE_07,Reagents,2026-02-23,107.79,90.33,0,0,0
INV-SITE_07-REA-20260302,SITE_07,Reagents,2026-03-02,90.33,86.4,0,0,0
INV-SITE_07-REA-20260309,SITE_07,Reagents,2026-03-09,86.4,93.96,0,0,0
INV-SITE_07-REA-20260316,SITE_07,Reagents,2026-03-16,93.96,117.85,0,0,0
INV-SITE_07-REA-20260323,SITE_07,Reagents,2026-03-23,117.85,155.71,0,0,0
INV-SITE_07-REA-20260330,SITE_07,Reagents,2026-03-30,155.71,153.65,0,0,0
INV-SITE_07-ELE-20251103,SITE_07,Electrical Spares,2025-11-03,235.0,192.04,0,0,0
INV-SITE_07-ELE-20251110,SITE_07,Electrical Spares,2025-11-10,192.04,188.45,0,0,0
INV-SITE_07-ELE-20251117,SITE_07,Electrical Spares,2025-11-17,188.45,167.43,0,0,0
INV-SITE_07-ELE-20251124,SITE_07,Electrical Spares,2025-11-24,167.43,155.18,0,0,0
INV-SITE_07-ELE-20251201,SITE_07,Electrical Spares,2025-12-01,155.18,115.6,0,0,0
INV-SITE_07-ELE-20251208,SITE_07,Electrical Spares,2025-12-08,115.6,128.21,0,0,0
INV-SITE_07-ELE-20251215,SITE_07,Electrical Spares,2025-12-15,128.21,106.09,0,0,0
INV-SITE_07-ELE-20251222,SITE_07,Electrical Spares,2025-12-22,106.09,103.04,0,0,0
INV-SITE_07-ELE-20251229,SITE_07,Electrical Spares,2025-12-29,103.04,105.67,0,0,0
INV-SITE_07-ELE-20260105,SITE_07,Electrical Spares,2026-01-05,105.67,68.48,0,0,0
INV-SITE_07-ELE-20260112,SITE_07,Electrical Spares,2026-01-12,68.48,36.77,0,1,0
INV-SITE_07-ELE-20260119,SITE_07,Electrical Spares,2026-01-19,36.77,0.0,1,7,1
INV-SITE_07-ELE-20260126,SITE_07,Electrical Spares,2026-01-26,36.9,27.66,0,4,1
INV-SITE_07-ELE-20260202,SITE_07,Electrical Spares,2026-02-02,52.81,53.46,0,0,0
INV-SITE_07-ELE-20260209,SITE_07,Electrical Spares,2026-02-09,53.46,43.77,0,0,0
INV-SITE_07-ELE-20260216,SITE_07,Electrical Spares,2026-02-16,43.77,32.25,0,2,0
INV-SITE_07-ELE-20260223,SITE_07,Electrical Spares,2026-02-23,32.25,5.55,0,7,1
INV-SITE_07-ELE-20260302,SITE_07,Electrical Spares,2026-03-02,24.06,10.73,0,7,0
INV-SITE_07-ELE-20260309,SITE_07,Electrical Spares,2026-03-09,15.0,1.1,1,7,1
INV-SITE_07-ELE-20260316,SITE_07,Electrical Spares,2026-03-16,32.35,83.2,0,0,0
INV-SITE_07-ELE-20260323,SITE_07,Electrical Spares,2026-03-23,83.2,74.1,0,0,0
INV-SITE_07-ELE-20260330,SITE_07,Electrical Spares,2026-03-30,74.1,49.09,0,0,0
INV-SITE_07-CON-20251103,SITE_07,Conveyor Parts,2025-11-03,248.0,243.39,0,0,0
INV-SITE_07-CON-20251110,SITE_07,Conveyor Parts,2025-11-10,243.39,210.42,0,0,0
INV-SITE_07-CON-20251117,SITE_07,Conveyor Parts,2025-11-17,210.42,188.6,0,0,0
INV-SITE_07-CON-20251124,SITE_07,Conveyor Parts,2025-11-24,188.6,183.47,0,0,0
INV-SITE_07-CON-20251201,SITE_07,Conveyor Parts,2025-12-01,183.47,149.01,0,0,0
INV-SITE_07-CON-20251208,SITE_07,Conveyor Parts,2025-12-08,149.01,120.74,0,0,0
INV-SITE_07-CON-20251215,SITE_07,Conveyor Parts,2025-12-15,120.74,134.59,0,0,0
INV-SITE_07-CON-20251222,SITE_07,Conveyor Parts,2025-12-22,134.59,96.26,0,0,0
INV-SITE_07-CON-20251229,SITE_07,Conveyor Parts,2025-12-29,96.26,58.67,0,0,0
INV-SITE_07-CON-20260105,SITE_07,Conveyor Parts,2026-01-05,58.67,43.93,0,1,1
INV-SITE_07-CON-20260112,SITE_07,Conveyor Parts,2026-01-12,60.55,18.95,0,7,1
INV-SITE_07-CON-20260119,SITE_07,Conveyor Parts,2026-01-19,47.53,69.82,0,0,0
INV-SITE_07-CON-20260126,SITE_07,Conveyor Parts,2026-01-26,69.82,53.54,0,0,0
INV-SITE_07-CON-20260202,SITE_07,Conveyor Parts,2026-02-02,53.54,32.81,0,4,0
INV-SITE_07-CON-20260209,SITE_07,Conveyor Parts,2026-02-09,32.81,25.21,0,6,1
INV-SITE_07-CON-20260216,SITE_07,Conveyor Parts,2026-02-16,48.08,48.63,0,0,0
INV-SITE_07-CON-20260223,SITE_07,Conveyor Parts,2026-02-23,48.63,40.7,0,2,0
INV-SITE_07-CON-20260302,SITE_07,Conveyor Parts,2026-03-02,40.7,19.94,0,7,1
INV-SITE_07-CON-20260309,SITE_07,Conveyor Parts,2026-03-09,49.09,63.79,0,0,0
INV-SITE_07-CON-20260316,SITE_07,Conveyor Parts,2026-03-16,63.79,63.78,0,0,0
INV-SITE_07-CON-20260323,SITE_07,Conveyor Parts,2026-03-23,63.78,52.28,0,0,0
INV-SITE_07-CON-20260330,SITE_07,Conveyor Parts,2026-03-30,52.28,57.72,0,0,0
INV-SITE_07-GEN-20251103,SITE_07,General MRO,2025-11-03,182.0,171.36,0,0,0
INV-SITE_07-GEN-20251110,SITE_07,General MRO,2025-11-10,171.36,196.86,0,0,0
INV-SITE_07-GEN-20251117,SITE_07,General MRO,2025-11-17,196.86,150.85,0,0,0
INV-SITE_07-GEN-20251124,SITE_07,General MRO,2025-11-24,150.85,161.68,0,0,0
INV-SITE_07-GEN-20251201,SITE_07,General MRO,2025-12-01,161.68,191.04,0,0,0
INV-SITE_07-GEN-20251208,SITE_07,General MRO,2025-12-08,191.04,198.93,0,0,0
INV-SITE_07-GEN-20251215,SITE_07,General MRO,2025-12-15,198.93,196.96,0,0,0
INV-SITE_07-GEN-20251222,SITE_07,General MRO,2025-12-22,196.96,164.39,0,0,0
INV-SITE_07-GEN-20251229,SITE_07,General MRO,2025-12-29,164.39,145.64,0,0,0
INV-SITE_07-GEN-20260105,SITE_07,General MRO,2026-01-05,145.64,139.04,0,0,0
INV-SITE_07-GEN-20260112,SITE_07,General MRO,2026-01-12,139.04,127.61,0,0,0
INV-SITE_07-GEN-20260119,SITE_07,General MRO,2026-01-19,127.61,132.95,0,0,0
INV-SITE_07-GEN-20260126,SITE_07,General MRO,2026-01-26,132.95,109.76,0,0,0
INV-SITE_07-GEN-20260202,SITE_07,General MRO,2026-02-02,109.76,110.79,0,0,0
INV-SITE_07-GEN-20260209,SITE_07,General MRO,2026-02-09,110.79,102.13,0,0,0
INV-SITE_07-GEN-20260216,SITE_07,General MRO,2026-02-16,102.13,72.77,0,0,0
INV-SITE_07-GEN-20260223,SITE_07,General MRO,2026-02-23,72.77,44.79,0,3,0
INV-SITE_07-GEN-20260302,SITE_07,General MRO,2026-03-02,44.79,38.95,0,5,1
INV-SITE_07-GEN-20260309,SITE_07,General MRO,2026-03-09,66.8,42.96,0,4,1
INV-SITE_07-GEN-20260316,SITE_07,General MRO,2026-03-16,61.69,48.89,0,2,0
INV-SITE_07-GEN-20260323,SITE_07,General MRO,2026-03-23,48.89,43.62,0,3,1
INV-SITE_07-GEN-20260330,SITE_07,General MRO,2026-03-30,61.79,16.21,0,7,1
INV-SITE_08-EXP-20251103,SITE_08,Explosives,2025-11-03,113.0,89.72,0,0,0
INV-SITE_08-EXP-20251110,SITE_08,Explosives,2025-11-10,89.72,71.59,0,0,0
INV-SITE_08-EXP-20251117,SITE_08,Explosives,2025-11-17,71.59,0.0,1,7,1
INV-SITE_08-EXP-20251124,SITE_08,Explosives,2025-11-24,30.81,0.05,0,7,0
INV-SITE_08-EXP-20251201,SITE_08,Explosives,2025-12-01,15.0,0.0,1,7,1
INV-SITE_08-EXP-20251208,SITE_08,Explosives,2025-12-08,35.91,6.9,1,7,1
INV-SITE_08-EXP-20251215,SITE_08,Explosives,2025-12-15,41.08,18.66,0,7,1
INV-SITE_08-EXP-20251222,SITE_08,Explosives,2025-12-22,47.88,23.05,0,6,1
INV-SITE_08-EXP-20251229,SITE_08,Explosives,2025-12-29,52.64,47.85,0,0,0
INV-SITE_08-EXP-20260105,SITE_08,Explosives,2026-01-05,47.85,35.98,0,2,0
INV-SITE_08-EXP-20260112,SITE_08,Explosives,2026-01-12,35.98,4.24,0,7,1
INV-SITE_08-EXP-20260119,SITE_08,Explosives,2026-01-19,34.87,32.06,0,3,1
INV-SITE_08-EXP-20260126,SITE_08,Explosives,2026-01-26,62.45,81.81,0,0,0
INV-SITE_08-EXP-20260202,SITE_08,Explosives,2026-02-02,81.81,61.39,0,0,0
INV-SITE_08-EXP-20260209,SITE_08,Explosives,2026-02-09,61.39,60.14,0,0,0
INV-SITE_08-EXP-20260216,SITE_08,Explosives,2026-02-16,60.14,32.27,0,3,1
INV-SITE_08-EXP-20260223,SITE_08,Explosives,2026-02-23,69.41,67.03,0,0,0
INV-SITE_08-EXP-20260302,SITE_08,Explosives,2026-03-02,67.03,14.17,0,7,1
INV-SITE_08-EXP-20260309,SITE_08,Explosives,2026-03-09,30.29,19.76,0,7,1
INV-SITE_08-EXP-20260316,SITE_08,Explosives,2026-03-16,34.52,44.46,0,0,0
INV-SITE_08-EXP-20260323,SITE_08,Explosives,2026-03-23,44.46,49.35,0,0,0
INV-SITE_08-EXP-20260330,SITE_08,Explosives,2026-03-30,49.35,37.08,0,2,1
INV-SITE_08-DIE-20251103,SITE_08,Diesel,2025-11-03,156.0,170.82,0,0,0
INV-SITE_08-DIE-20251110,SITE_08,Diesel,2025-11-10,170.82,138.54,0,0,0
INV-SITE_08-DIE-20251117,SITE_08,Diesel,2025-11-17,138.54,116.27,0,0,0
INV-SITE_08-DIE-20251124,SITE_08,Diesel,2025-11-24,116.27,96.89,0,0,0
INV-SITE_08-DIE-20251201,SITE_08,Diesel,2025-12-01,96.89,52.05,0,1,1
INV-SITE_08-DIE-20251208,SITE_08,Diesel,2025-12-08,73.81,43.84,0,3,1
INV-SITE_08-DIE-20251215,SITE_08,Diesel,2025-12-15,81.0,59.27,0,0,0
INV-SITE_08-DIE-20251222,SITE_08,Diesel,2025-12-22,59.27,43.26,0,3,0
INV-SITE_08-DIE-20251229,SITE_08,Diesel,2025-12-29,43.26,14.85,0,7,0
INV-SITE_08-DIE-20260105,SITE_08,Diesel,2026-01-05,15.0,0.0,1,7,1
INV-SITE_08-DIE-20260112,SITE_08,Diesel,2026-01-12,15.0,0.0,1,7,1
INV-SITE_08-DIE-20260119,SITE_08,Diesel,2026-01-19,35.6,5.72,0,7,1
INV-SITE_08-DIE-20260126,SITE_08,Diesel,2026-01-26,37.03,0.0,1,7,1
INV-SITE_08-DIE-20260202,SITE_08,Diesel,2026-02-02,37.87,26.65,0,7,1
INV-SITE_08-DIE-20260209,SITE_08,Diesel,2026-02-09,59.54,34.98,0,5,1
INV-SITE_08-DIE-20260216,SITE_08,Diesel,2026-02-16,51.41,52.05,0,1,0
INV-SITE_08-DIE-20260223,SITE_08,Diesel,2026-02-23,52.05,38.8,0,4,1
INV-SITE_08-DIE-20260302,SITE_08,Diesel,2026-03-02,52.85,57.98,0,0,0
INV-SITE_08-DIE-20260309,SITE_08,Diesel,2026-03-09,57.98,29.26,0,7,0
INV-SITE_08-DIE-20260316,SITE_08,Diesel,2026-03-16,29.26,0.0,1,7,1
INV-SITE_08-DIE-20260323,SITE_08,Diesel,2026-03-23,32.12,38.65,0,4,1
INV-SITE_08-DIE-20260330,SITE_08,Diesel,2026-03-30,53.44,18.56,0,7,1
INV-SITE_08-GRI-20251103,SITE_08,Grinding Media,2025-11-03,171.0,142.3,0,0,0
INV-SITE_08-GRI-20251110,SITE_08,Grinding Media,2025-11-10,142.3,88.6,0,0,0
INV-SITE_08-GRI-20251117,SITE_08,Grinding Media,2025-11-17,88.6,55.5,0,0,0
INV-SITE_08-GRI-20251124,SITE_08,Grinding Media,2025-11-24,55.5,40.15,0,2,0
INV-SITE_08-GRI-20251201,SITE_08,Grinding Media,2025-12-01,40.15,0.0,1,7,1
INV-SITE_08-GRI-20251208,SITE_08,Grinding Media,2025-12-08,27.23,17.28,0,7,1
INV-SITE_08-GRI-20251215,SITE_08,Grinding Media,2025-12-15,49.63,25.41,0,7,1
INV-SITE_08-GRI-20251222,SITE_08,Grinding Media,2025-12-22,49.38,28.81,0,6,1
INV-SITE_08-GRI-20251229,SITE_08,Grinding Media,2025-12-29,52.42,56.97,0,0,0
INV-SITE_08-GRI-20260105,SITE_08,Grinding Media,2026-01-05,56.97,24.43,0,7,0
INV-SITE_08-GRI-20260112,SITE_08,Grinding Media,2026-01-12,24.43,22.03,0,7,1
INV-SITE_08-GRI-20260119,SITE_08,Grinding Media,2026-01-19,57.52,37.96,0,3,1
INV-SITE_08-GRI-20260126,SITE_08,Grinding Media,2026-01-26,50.28,0.0,1,7,1
INV-SITE_08-GRI-20260202,SITE_08,Grinding Media,2026-02-02,35.69,14.08,0,7,1
INV-SITE_08-GRI-20260209,SITE_08,Grinding Media,2026-02-09,50.1,39.26,0,3,0
INV-SITE_08-GRI-20260216,SITE_08,Grinding Media,2026-02-16,39.26,25.53,0,7,0
INV-SITE_08-GRI-20260223,SITE_08,Grinding Media,2026-02-23,25.53,0.0,1,7,1
INV-SITE_08-GRI-20260302,SITE_08,Grinding Media,2026-03-02,29.89,0.0,1,7,1
INV-SITE_08-GRI-20260309,SITE_08,Grinding Media,2026-03-09,29.51,15.29,0,7,1
INV-SITE_08-GRI-20260316,SITE_08,Grinding Media,2026-03-16,33.0,89.75,0,0,0
INV-SITE_08-GRI-20260323,SITE_08,Grinding Media,2026-03-23,89.75,87.99,0,0,0
INV-SITE_08-GRI-20260330,SITE_08,Grinding Media,2026-03-30,87.99,63.81,0,0,0
INV-SITE_08-DRI-20251103,SITE_08,Drill Consumables,2025-11-03,179.0,179.49,0,0,0
INV-SITE_08-DRI-20251110,SITE_08,Drill Consumables,2025-11-10,179.49,177.69,0,0,0
INV-SITE_08-DRI-20251117,SITE_08,Drill Consumables,2025-11-17,177.69,160.24,0,0,0
