delivery_id,po_id,supplier_id,site_id,delivery_date,on_time_flag,quantity_fulfilled_pct,quality_issue_flag,transport_issue_flag,documentation_issue_flag
D001936,PO001936,S0044,SITE_11,2026-04-14,0,0.87,0,0,0
D001937,PO001937,S0092,SITE_04,2026-02-25,1,0.838,0,0,0
D001938,PO001938,S0053,SITE_04,2025-11-13,1,0.968,1,0,0
D001939,PO001939,S0093,SITE_02,2025-12-25,0,0.968,0,0,0
D001940,PO001940,S0048,SITE_01,2025-12-02,1,0.964,0,0,0
D001941,PO001941,S0003,SITE_04,2026-03-29,1,0.999,0,0,0
D001942,PO001942,S0048,SITE_03,2026-01-09,1,0.84,0,1,0
D001943,PO001943,S0083,SITE_01,2025-11-28,1,0.931,0,1,0
D001944,PO001944,S0032,SITE_10,2026-03-19,0,0.958,0,0,0
D001945,PO001945,S0096,SITE_09,2026-04-23,1,0.976,0,0,0
D001946,PO001946,S0053,SITE_12,2025-12-11,1,0.976,0,0,1
D001947,PO001947,S0053,SITE_06,2026-01-14,1,0.912,1,0,0
D001948,PO001948,S0091,SITE_02,2025-11-25,0,0.936,0,0,0
D001949,PO001949,S0033,SITE_12,2025-11-20,0,0.972,0,0,0
D001950,PO001950,S0095,SITE_04,2026-01-26,1,0.9,0,0,0
D001951,PO001951,S0011,SITE_06,2026-03-22,1,0.963,0,0,0
D001952,PO001952,S0046,SITE_07,2026-04-02,0,0.929,0,0,0
D001953,PO001953,S0057,SITE_11,2026-03-13,0,0.858,0,0,0
D001954,PO001954,S0069,SITE_01,2025-11-18,1,0.993,0,0,0
D001955,PO001955,S0011,SITE_05,2026-03-11,0,0.838,0,0,0
D001956,PO001956,S0052,SITE_07,2026-01-21,1,1.0,0,0,0
D001957,PO001957,S0004,SITE_09,2026-03-19,1,0.871,0,0,0
D001958,PO001958,S0025,SITE_01,2026-04-13,0,0.958,0,0,0
D001959,PO001959,S0038,SITE_01,2026-03-21,0,0.97,0,0,0
D001960,PO001960,S0059,SITE_12,2026-02-18,1,0.926,0,0,0
D001961,PO001961,S0002,SITE_11,2025-11-06,0,0.94,0,0,0
D001962,PO001962,S0055,SITE_10,2025-11-06,1,0.974,0,1,0
D001963,PO001963,S0031,SITE_09,2025-12-23,1,0.921,0,0,0
D001964,PO001964,S0018,SITE_04,2026-02-07,0,1.0,0,0,0
D001965,PO001965,S0118,SITE_10,2025-11-25,0,0.893,0,0,0
D001966,PO001966,S0002,SITE_05,2025-12-02,0,0.911,0,0,0
D001967,PO001967,S0009,SITE_12,2026-03-09,1,0.937,0,0,0
D001968,PO001968,S0026,SITE_07,2025-12-21,1,0.957,0,0,0
D001969,PO001969,S0035,SITE_12,2025-11-12,0,1.0,1,1,0
D001970,PO001970,S0029,SITE_04,2025-12-08,0,1.0,0,0,0
D001971,PO001971,S0001,SITE_11,2026-01-21,0,1.0,1,0,0
D001972,PO001972,S0099,SITE_08,2026-01-13,0,0.949,0,0,0
D001973,PO001973,S0035,SITE_02,2026-04-16,1,0.882,0,0,0
D001974,PO001974,S0085,SITE_11,2026-04-11,1,0.923,0,0,0
D001975,PO001975,S0033,SITE_11,2026-03-29,1,0.964,0,0,0
D001976,PO001976,S0087,SITE_02,2026-03-18,1,0.862,0,0,0
D001977,PO001977,S0120,SITE_02,2026-02-10,0,0.928,0,0,0
D001978,PO001978,S0015,SITE_10,2025-11-26,1,0.963,0,0,0
D001979,PO001979,S0086,SITE_05,2026-01-29,1,0.863,0,0,0
D001980,PO001980,S0088,SITE_07,2026-01-27,0,1.0,0,0,0
D001981,PO001981,S0025,SITE_07,2026-04-17,1,0.912,0,0,0
D001982,PO001982,S0069,SITE_01,2026-03-27,1,0.844,0,0,0
D001983,PO001983,S0049,SITE_01,2025-12-26,1,0.958,0,0,0
D001984,PO001984,S0050,SITE_07,2026-03-07,0,0.918,0,0,0
D001985,PO001985,S0032,SITE_01,2026-03-03,0,0.98,1,0,0
D001986,PO001986,S0042,SITE_11,2025-12-15,1,0.853,0,0,0
D001987,PO001987,S0086,SITE_03,2025-12-10,1,0.946,1,0,0
D001988,PO001988,S0023,SITE_05,2025-11-16,0,0.86,0,0,0
D001989,PO001989,S0008,SITE_06,2026-01-18,0,1.0,0,0,0
D001990,PO001990,S0070,SITE_05,2026-03-07,0,1.0,0,1,0
D001991,PO001991,S0017,SITE_06,2026-01-10,1,0.978,0,0,0
D001992,PO001992,S0051,SITE_12,2025-11-05,1,0.871,0,0,0
D001993,PO001993,S0068,SITE_09,2025-11-18,1,1.0,0,1,0
D001994,PO001994,S0025,SITE_10,2025-10-27,1,0.953,1,0,0
D001995,PO001995,S0051,SITE_12,2026-01-24,0,0.955,1,0,0
D001996,PO001996,S0046,SITE_11,2025-12-27,1,0.838,0,0,0
D001997,PO001997,S0003,SITE_09,2025-12-12,1,0.985,0,0,1
D001998,PO001998,S0102,SITE_07,2025-12-12,1,0.891,0,0,0
D001999,PO001999,S0043,SITE_07,2025-12-17,0,0.925,0,0,0
D002000,PO002000,S0053,SITE_02,2026-03-27,0,1.0,0,0,0
D002001,PO002001,S0120,SITE_11,2026-02-10,1,0.961,0,0,0
D002002,PO002002,S0065,SITE_10,2025-10-30,1,0.89,0,0,0
D002003,PO002003,S0115,SITE_09,2026-03-23,0,0.901,0,0,0
D002004,PO002004,S0059,SITE_12,2026-04-05,1,1.0,0,0,0
D002005,PO002005,S0047,SITE_09,2025-11-07,0,0.902,0,0,0
D002006,PO002006,S0070,SITE_07,2026-04-02,1,0.926,0,0,0
D002007,PO002007,S0102,SITE_12,2025-12-18,0,0.942,0,0,0
D002008,PO002008,S0089,SITE_01,2026-04-13,1,0.876,0,0,0
D002009,PO002009,S0090,SITE_07,2025-11-17,0,0.857,0,0,0
D002010,PO002010,S0058,SITE_03,2025-10-28,1,0.859,0,0,0
D002011,PO002011,S0114,SITE_11,2026-01-16,0,0.899,0,1,0
D002012,PO002012,S0106,SITE_09,2026-03-21,1,0.924,0,0,0
D002013,PO002013,S0069,SITE_10,2026-03-29,1,0.929,0,0,0
D002014,PO002014,S0044,SITE_04,2026-04-26,1,0.929,0,0,0
D002015,PO002015,S0018,SITE_05,2025-11-24,1,0.949,0,0,0
D002016,PO002016,S0036,SITE_01,2026-02-14,0,1.0,1,0,1
D002017,PO002017,S0112,SITE_04,2025-10-25,1,0.892,0,0,0
D002018,PO002018,S0057,SITE_04,2025-12-23,0,0.927,0,0,0
D002019,PO002019,S0111,SITE_07,2026-02-04,1,0.89,0,0,0
D002020,PO002020,S0053,SITE_03,2026-01-13,0,0.923,0,0,0
D002021,PO002021,S0045,SITE_11,2026-03-28,1,0.908,0,0,0
D002022,PO002022,S0105,SITE_04,2026-01-11,1,0.884,0,0,0
D002023,PO002023,S0035,SITE_09,2026-02-23,1,0.94,0,0,0
D002024,PO002024,S0027,SITE_08,2025-12-02,1,0.888,0,0,0
D002025,PO002025,S0020,SITE_10,2026-01-11,1,0.843,0,0,0
D002026,PO002026,S0012,SITE_11,2026-01-27,0,0.988,0,0,0
D002027,PO002027,S0022,SITE_07,2026-02-12,1,1.0,0,0,0
D002028,PO002028,S0071,SITE_02,2025-11-24,1,0.904,0,0,0
D002029,PO002029,S0067,SITE_07,2025-11-14,0,0.952,1,0,0
D002030,PO002030,S0041,SITE_11,2025-11-03,1,0.92,0,0,0
D002031,PO002031,S0108,SITE_01,2026-02-02,1,0.886,0,0,0
D002032,PO002032,S0050,SITE_05,2026-02-20,0,0.91,0,0,0
D002033,PO002033,S0089,SITE_03,2026-01-09,0,0.913,0,0,0
D002034,PO002034,S0029,SITE_10,2026-03-16,1,1.0,0,0,0
D002035,PO002035,S0057,SITE_02,2026-01-08,0,0.915,0,0,0
D002036,PO002036,S0080,SITE_03,2026-01-07,1,0.949,0,0,0
D002037,PO002037,S0034,SITE_11,2025-11-18,0,0.947,0,0,0
D002038,PO002038,S0043,SITE_07,2025-11-29,1,0.85,0,0,0
D002039,PO002039,S0053,SITE_08,2026-01-11,1,1.0,0,0,0
D002040,PO002040,S0092,SITE_08,2025-11-24,1,0.877,0,0,0
D002041,PO002041,S0108,SITE_07,2025-12-17,1,0.917,1,0,0
D002042,PO002042,S0073,SITE_12,2025-11-03,0,0.932,0,0,0
D002043,PO002043,S0025,SITE_08,2025-10-26,1,1.0,0,0,0
D002044,PO002044,S0107,SITE_06,2025-12-11,0,0.927,0,0,0
D002045,PO002045,S0044,SITE_09,2026-03-02,1,0.92,0,0,0
D002046,PO002046,S0001,SITE_06,2026-01-17,1,1.0,0,0,0
D002047,PO002047,S0112,SITE_03,2026-01-27,0,1.0,1,1,0
D002048,PO002048,S0089,SITE_07,2026-01-27,1,0.913,0,1,0
D002049,PO002049,S0060,SITE_05,2026-01-26,1,1.0,0,0,0
D002050,PO002050,S0071,SITE_02,2026-01-09,1,0.746,0,0,0
D002051,PO002051,S0067,SITE_10,2025-12-06,0,1.0,0,0,0
D002052,PO002052,S0061,SITE_03,2025-12-16,1,0.968,0,0,0
D002053,PO002053,S0059,SITE_11,2025-11-24,1,0.874,0,0,0
D002054,PO002054,S0017,SITE_04,2025-12-21,0,0.945,0,0,1
D002055,PO002055,S0059,SITE_12,2025-11-09,1,1.0,0,0,0
D002056,PO002056,S0104,SITE_08,2026-03-28,0,0.942,0,0,0
D002057,PO002057,S0024,SITE_07,2025-12-24,1,0.937,0,0,0
D002058,PO002058,S0066,SITE_08,2026-02-20,1,0.97,0,0,0
D002059,PO002059,S0063,SITE_07,2026-02-26,1,0.976,0,0,0
D002060,PO002060,S0049,SITE_06,2025-11-12,1,0.999,0,0,0
D002061,PO002061,S0057,SITE_02,2026-03-03,1,0.873,1,0,0
D002062,PO002062,S0095,SITE_11,2026-04-11,0,0.962,0,0,0
D002063,PO002063,S0087,SITE_11,2026-02-25,0,0.901,0,0,0
D002064,PO002064,S0062,SITE_06,2026-02-15,1,0.903,0,0,0
D002065,PO002065,S0046,SITE_08,2026-04-01,1,0.917,0,0,0
D002066,PO002066,S0060,SITE_12,2026-04-18,1,0.927,1,1,0
D002067,PO002067,S0066,SITE_03,2026-02-09,1,0.969,0,0,0
D002068,PO002068,S0088,SITE_04,2025-11-01,0,0.901,0,0,0
D002069,PO002069,S0042,SITE_01,2025-12-08,1,0.896,0,0,0
D002070,PO002070,S0009,SITE_08,2026-03-09,1,0.927,0,0,0
D002071,PO002071,S0044,SITE_02,2026-01-09,1,0.889,0,0,0
D002072,PO002072,S0016,SITE_04,2026-03-20,1,0.906,0,0,0
D002073,PO002073,S0028,SITE_06,2026-02-12,1,0.976,0,0,0
D002074,PO002074,S0036,SITE_12,2025-12-30,0,0.997,0,0,0
D002075,PO002075,S0056,SITE_01,2025-12-08,1,0.95,0,0,0
D002076,PO002076,S0045,SITE_11,2026-01-30,1,0.858,0,0,0
D002077,PO002077,S0103,SITE_04,2026-02-23,1,0.874,1,0,0
D002078,PO002078,S0028,SITE_01,2025-11-19,1,0.865,0,0,0
D002079,PO002079,S0094,SITE_05,2026-03-12,0,1.0,0,0,0
D002080,PO002080,S0092,SITE_03,2026-03-30,1,0.907,0,0,0
D002081,PO002081,S0102,SITE_07,2025-12-28,0,0.972,0,0,0
D002082,PO002082,S0002,SITE_03,2026-03-09,0,0.97,0,1,0
D002083,PO002083,S0101,SITE_01,2025-12-04,1,0.962,0,1,0
D002084,PO002084,S0044,SITE_04,2026-02-03,0,0.987,0,0,0
D002085,PO002085,S0029,SITE_12,2026-02-13,1,0.931,0,0,0
D002086,PO002086,S0120,SITE_01,2026-04-09,0,0.994,0,0,0
D002087,PO002087,S0022,SITE_06,2025-12-12,1,0.988,0,0,0
D002088,PO002088,S0115,SITE_11,2026-01-15,1,0.973,0,0,0
D002089,PO002089,S0119,SITE_10,2025-11-25,0,0.973,0,0,0
D002090,PO002090,S0042,SITE_11,2026-01-04,1,0.925,0,0,0
D002091,PO002091,S0112,SITE_08,2026-01-26,0,0.957,0,0,0
D002092,PO002092,S0077,SITE_11,2026-02-01,0,0.9,0,0,0
D002093,PO002093,S0012,SITE_02,2025-12-06,1,0.976,0,0,0
D002094,PO002094,S0083,SITE_07,2026-01-30,0,0.843,0,0,0
D002095,PO002095,S0007,SITE_05,2026-02-25,1,0.95,0,0,0
D002096,PO002096,S0058,SITE_04,2025-11-04,1,1.0,1,0,0
D002097,PO002097,S0115,SITE_02,2026-02-13,0,1.0,0,0,0
D002098,PO002098,S0117,SITE_05,2026-01-03,0,0.959,0,0,0
D002099,PO002099,S0117,SITE_12,2026-02-25,1,0.911,0,0,0
D002100,PO002100,S0053,SITE_01,2025-10-30,0,0.903,0,0,0
D002101,PO002101,S0061,SITE_01,2026-03-26,0,1.0,0,0,1
D002102,PO002102,S0115,SITE_12,2026-04-01,1,0.964,0,0,0
D002103,PO002103,S0055,SITE_01,2026-04-01,0,0.854,0,0,0
D002104,PO002104,S0110,SITE_05,2025-11-04,0,0.9,0,0,0
D002105,PO002105,S0028,SITE_06,2026-03-31,0,0.862,0,0,0
D002106,PO002106,S0101,SITE_10,2026-02-14,1,0.941,0,0,0
D002107,PO002107,S0023,SITE_09,2026-03-22,0,0.955,0,0,0
D002108,PO002108,S0078,SITE_08,2026-03-28,0,0.994,0,0,0
D002109,PO002109,S0095,SITE_01,2026-02-24,0,1.0,0,1,0
D002110,PO002110,S0083,SITE_03,2026-03-30,1,0.924,0,0,0
D002111,PO002111,S0037,SITE_09,2026-02-14,0,0.991,0,0,0
D002112,PO002112,S0032,SITE_09,2025-12-01,0,1.0,0,1,0
D002113,PO002113,S0039,SITE_04,2026-02-22,1,0.978,0,0,0
D002114,PO002114,S0032,SITE_05,2026-01-17,0,1.0,0,0,0
D002115,PO002115,S0013,SITE_05,2026-02-03,1,0.889,0,0,0
D002116,PO002116,S0031,SITE_03,2026-02-09,1,0.984,0,0,0
D002117,PO002117,S0117,SITE_04,2025-11-20,1,0.902,0,0,0
D002118,PO002118,S0084,SITE_11,2025-10-29,0,0.92,0,0,0
D002119,PO002119,S0097,SITE_05,2025-12-13,0,0.964,0,0,0
D002120,PO002120,S0117,SITE_06,2025-12-08,0,1.0,0,1,0
D002121,PO002121,S0090,SITE_11,2025-11-23,1,0.881,0,0,0
D002122,PO002122,S0089,SITE_01,2026-01-05,1,0.933,0,0,0
D002123,PO002123,S0098,SITE_02,2025-12-17,1,1.0,0,0,0
D002124,PO002124,S0079,SITE_12,2026-01-02,0,0.886,0,0,0
D002125,PO002125,S0041,SITE_07,2026-01-24,1,0.897,1,0,0
D002126,PO002126,S0017,SITE_05,2026-02-02,1,0.974,0,0,0
D002127,PO002127,S0115,SITE_01,2025-11-27,0,0.934,0,0,0
D002128,PO002128,S0080,SITE_06,2026-03-31,0,1.0,0,0,0
D002129,PO002129,S0045,SITE_12,2026-01-22,1,0.831,0,0,0
D002130,PO002130,S0002,SITE_02,2025-11-14,1,0.983,0,0,0
D002131,PO002131,S0074,SITE_12,2026-01-01,1,1.0,0,0,0
D002132,PO002132,S0117,SITE_08,2025-12-15,0,0.937,0,1,0
D002133,PO002133,S0096,SITE_07,2026-01-21,1,0.944,0,0,0
D002134,PO002134,S0049,SITE_08,2026-02-27,0,1.0,0,1,0
D002135,PO002135,S0063,SITE_01,2025-12-07,1,0.976,0,0,0
D002136,PO002136,S0037,SITE_07,2026-04-01,0,0.917,0,0,0
D002137,PO002137,S0054,SITE_06,2025-12-01,0,0.953,0,0,0
D002138,PO002138,S0064,SITE_06,2026-01-22,0,1.0,0,1,0
D002139,PO002139,S0019,SITE_10,2025-12-11,1,0.922,0,0,0
D002140,PO002140,S0002,SITE_07,2026-04-11,0,0.951,0,0,0
D002141,PO002141,S0004,SITE_08,2026-04-27,1,0.876,0,0,0
D002142,PO002142,S0069,SITE_07,2025-11-29,0,0.897,0,0,0
D002143,PO002143,S0048,SITE_09,2025-11-09,0,1.0,0,0,1
D002144,PO002144,S0009,SITE_08,2025-12-09,0,0.974,0,0,0
D002145,PO002145,S0009,SITE_03,2025-12-21,0,0.933,0,0,0
D002146,PO002146,S0118,SITE_07,2025-11-09,0,0.868,0,0,0
D002147,PO002147,S0021,SITE_05,2026-01-20,0,0.928,0,0,0
D002148,PO002148,S0038,SITE_04,2026-03-05,0,1.0,0,0,0
D002149,PO002149,S0120,SITE_08,2026-04-02,1,0.802,0,0,0
D002150,PO002150,S0074,SITE_01,2026-02-03,0,0.971,0,0,0
D002151,PO002151,S0047,SITE_10,2025-11-20,1,0.95,0,1,0
D002152,PO002152,S0019,SITE_01,2025-12-30,1,0.963,0,0,0
D002153,PO002153,S0020,SITE_04,2026-03-16,0,0.926,0,0,0
D002154,PO002154,S0061,SITE_01,2026-04-06,1,1.0,0,0,0
D002155,PO002155,S0062,SITE_05,2026-03-12,1,0.953,0,0,0
D002156,PO002156,S0071,SITE_07,2026-03-09,1,0.908,0,0,0
D002157,PO002157,S0106,SITE_03,2026-01-14,0,0.889,0,0,0
D002158,PO002158,S0007,SITE_07,2026-03-07,1,0.998,0,0,1
D002159,PO002159,S0036,SITE_05,2025-11-17,0,0.973,0,0,0
D002160,PO002160,S0074,SITE_09,2026-03-15,1,1.0,0,0,0
D002161,PO002161,S0043,SITE_01,2026-02-03,0,0.954,0,0,0
D002162,PO002162,S0034,SITE_11,2026-02-16,1,1.0,0,0,0
D002163,PO002163,S0003,SITE_11,2026-02-22,1,0.95,0,0,0
D002164,PO002164,S0062,SITE_12,2025-12-19,1,0.945,0,0,0
D002165,PO002165,S0078,SITE_05,2026-03-23,0,1.0,0,0,0
D002166,PO002166,S0052,SITE_02,2026-01-23,1,0.964,0,0,0
D002167,PO002167,S0107,SITE_07,2026-02-12,0,0.922,0,1,0
D002168,PO002168,S0048,SITE_10,2026-02-25,1,0.795,0,0,0
D002169,PO002169,S0011,SITE_02,2025-11-25,1,1.0,0,0,0
D002170,PO002170,S0048,SITE_01,2026-02-21,0,0.91,0,0,0
D002171,PO002171,S0042,SITE_04,2025-11-21,0,0.923,0,0,0
D002172,PO002172,S0078,SITE_04,2026-01-15,1,0.953,0,0,0
D002173,PO002173,S0032,SITE_12,2026-01-09,1,0.984,0,0,0
D002174,PO002174,S0026,SITE_03,2025-11-27,1,0.942,0,0,0
D002175,PO002175,S0072,SITE_06,2026-02-15,0,0.876,0,0,0
D002176,PO002176,S0001,SITE_01,2026-04-19,1,0.867,0,0,0
D002177,PO002177,S0087,SITE_12,2026-03-28,1,0.911,0,0,0
D002178,PO002178,S0026,SITE_05,2026-01-03,1,0.964,0,1,0
D002179,PO002179,S0098,SITE_04,2026-04-08,1,1.0,0,0,0
D002180,PO002180,S0069,SITE_02,2025-12-02,1,0.913,0,0,0
D002181,PO002181,S0020,SITE_09,2026-04-25,1,0.935,0,0,0
D002182,PO002182,S0064,SITE_01,2025-11-01,1,0.973,0,0,0
D002183,PO002183,S0007,SITE_01,2025-12-23,0,0.99,0,0,0
D002184,PO002184,S0056,SITE_02,2026-02-19,1,0.927,0,0,0
D002185,PO002185,S0116,SITE_03,2025-11-18,1,1.0,0,0,0
D002186,PO002186,S0103,SITE_06,2025-11-09,1,1.0,0,0,0
D002187,PO002187,S0001,SITE_03,2025-11-14,0,1.0,0,0,0
D002188,PO002188,S0042,SITE_12,2026-03-03,1,1.0,0,0,0
D002189,PO002189,S0043,SITE_02,2025-11-27,0,0.902,0,0,0
D002190,PO002190,S0090,SITE_04,2026-03-21,1,0.925,0,0,0
D002191,PO002191,S0019,SITE_07,2025-10-30,1,0.92,0,0,0
D002192,PO002192,S0088,SITE_09,2026-02-24,0,0.933,0,0,0
D002193,PO002193,S0023,SITE_05,2025-12-06,1,0.894,0,1,0
D002194,PO002194,S0093,SITE_10,2025-10-22,1,0.969,0,0,0
D002195,PO002195,S0096,SITE_02,2025-12-19,1,0.897,0,0,0
D002196,PO002196,S0049,SITE_10,2025-10-31,0,0.939,0,0,0
D002197,PO002197,S0052,SITE_02,2025-10-20,0,1.0,0,1,0
D002198,PO002198,S0069,SITE_06,2025-11-08,1,1.0,0,0,0
D002199,PO002199,S0021,SITE_03,2025-11-07,1,0.956,0,0,0
D002200,PO002200,S0024,SITE_06,2026-01-26,0,0.941,0,0,0
D002201,PO002201,S0106,SITE_02,2026-03-26,1,0.978,0,0,0
D002202,PO002202,S0050,SITE_02,2026-02-25,1,0.918,0,0,0
D002203,PO002203,S0034,SITE_11,2026-02-01,0,1.0,0,0,0
D002204,PO002204,S0092,SITE_06,2026-02-09,1,0.997,0,0,0
D002205,PO002205,S0103,SITE_07,2026-03-22,1,0.938,0,0,1
D002206,PO002206,S0012,SITE_12,2026-02-23,0,0.933,0,0,0
D002207,PO002207,S0044,SITE_10,2026-04-01,1,0.83,0,0,0
D002208,PO002208,S0035,SITE_01,2025-12-20,0,0.868,0,0,0
D002209,PO002209,S0058,SITE_01,2026-03-28,0,0.945,0,0,0
D002210,PO002210,S0017,SITE_06,2026-04-03,0,0.896,1,0,0
D002211,PO002211,S0104,SITE_07,2026-04-17,1,0.984,0,0,0
D002212,PO002212,S0019,SITE_06,2026-02-24,1,0.959,0,0,0
D002213,PO002213,S0045,SITE_05,2026-02-21,0,0.993,0,0,0
D002214,PO002214,S0013,SITE_03,2025-11-14,1,0.826,0,0,0
D002215,PO002215,S0010,SITE_08,2026-03-07,1,0.923,0,1,0
D002216,PO002216,S0101,SITE_07,2026-01-04,1,0.921,0,0,0
D002217,PO002217,S0009,SITE_04,2026-04-10,1,0.9,0,0,0
D002218,PO002218,S0016,SITE_10,2026-01-13,1,0.99,0,0,0
D002219,PO002219,S0078,SITE_01,2026-03-23,0,0.95,0,0,0
D002220,PO002220,S0106,SITE_04,2026-03-03,0,0.863,0,0,0
D002221,PO002221,S0077,SITE_12,2026-04-23,1,0.967,0,0,1
D002222,PO002222,S0038,SITE_10,2026-03-21,1,0.954,0,0,0
D002223,PO002223,S0039,SITE_10,2025-11-28,1,1.0,0,0,0
D002224,PO002224,S0098,SITE_10,2026-01-26,0,0.99,0,0,0
D002225,PO002225,S0082,SITE_05,2026-04-25,0,1.0,0,0,0
D002226,PO002226,S0078,SITE_02,2026-03-21,1,0.872,0,0,0
D002227,PO002227,S0058,SITE_02,2026-01-25,1,1.0,0,0,0
D002228,PO002228,S0063,SITE_12,2026-03-05,0,1.0,0,0,1
D002229,PO002229,S0084,SITE_09,2026-04-20,0,0.981,0,0,0
D002230,PO002230,S0028,SITE_06,2026-01-29,1,0.949,0,0,0
D002231,PO002231,S0043,SITE_12,2026-04-15,1,0.898,0,0,0
D002232,PO002232,S0007,SITE_09,2026-02-09,1,0.892,0,1,0
D002233,PO002233,S0064,SITE_01,2025-12-09,0,0.959,1,0,0
D002234,PO002234,S0078,SITE_12,2026-01-29,1,1.0,1,0,0
D002235,PO002235,S0002,SITE_12,2026-04-01,1,0.913,1,0,0
D002236,PO002236,S0010,SITE_07,2025-11-25,1,0.939,0,0,0
D002237,PO002237,S0001,SITE_04,2025-10-31,1,0.923,0,0,0
D002238,PO002238,S0034,SITE_06,2026-02-01,1,1.0,0,0,0
D002239,PO002239,S0020,SITE_08,2026-04-22,0,0.85,1,0,0
D002240,PO002240,S0029,SITE_08,2025-12-17,0,0.976,0,0,0
D002241,PO002241,S0061,SITE_11,2025-11-21,1,0.986,0,0,0
D002242,PO002242,S0038,SITE_06,2025-10-13,1,0.928,0,0,0
D002243,PO002243,S0001,SITE_04,2026-01-12,0,0.967,0,0,0
D002244,PO002244,S0079,SITE_04,2026-01-30,1,0.9,1,0,0
D002245,PO002245,S0089,SITE_10,2026-01-05,0,0.759,0,0,0
D002246,PO002246,S0095,SITE_10,2025-12-01,0,0.914,0,1,0
D002247,PO002247,S0104,SITE_02,2025-12-11,1,0.994,0,0,0
D002248,PO002248,S0055,SITE_06,2026-02-25,0,0.873,0,0,0
D002249,PO002249,S0103,SITE_01,2026-01-05,1,0.985,0,0,0
D002250,PO002250,S0005,SITE_04,2025-12-20,0,0.89,0,1,0
D002251,PO002251,S0010,SITE_11,2025-12-24,0,0.906,0,0,0
D002252,PO002252,S0091,SITE_10,2026-03-24,0,0.874,0,0,0
D002253,PO002253,S0049,SITE_04,2026-02-12,0,1.0,0,0,0
D002254,PO002254,S0098,SITE_10,2026-04-12,1,0.917,0,0,0
D002255,PO002255,S0060,SITE_09,2026-04-23,0,0.938,0,0,0
D002256,PO002256,S0109,SITE_07,2026-02-11,1,0.959,0,0,0
D002257,PO002257,S0027,SITE_06,2025-11-26,0,0.926,1,0,0
D002258,PO002258,S0007,SITE_08,2026-03-05,1,0.863,0,0,0
D002259,PO002259,S0100,SITE_10,2025-11-12,0,0.783,1,0,0
D002260,PO002260,S0053,SITE_05,2025-12-01,0,0.958,1,0,1
D002261,PO002261,S0061,SITE_01,2025-12-07,1,0.901,0,0,0
D002262,PO002262,S0095,SITE_02,2026-02-17,1,0.895,0,0,0
D002263,PO002263,S0017,SITE_10,2026-04-05,1,1.0,0,0,0
D002264,PO002264,S0008,SITE_02,2025-11-05,1,0.943,0,0,0
D002265,PO002265,S0118,SITE_12,2026-02-26,0,0.951,1,0,0
D002266,PO002266,S0001,SITE_08,2025-11-26,1,0.976,0,0,0
D002267,PO002267,S0041,SITE_10,2025-11-17,1,0.859,0,0,0
D002268,PO002268,S0032,SITE_02,2026-04-13,0,1.0,0,1,0
D002269,PO002269,S0094,SITE_05,2026-02-28,0,0.929,0,0,0
D002270,PO002270,S0086,SITE_07,2025-11-18,1,0.898,0,0,0
D002271,PO002271,S0021,SITE_12,2026-03-30,1,1.0,0,0,0
D002272,PO002272,S0004,SITE_04,2026-02-13,1,0.934,0,0,0
D002273,PO002273,S0031,SITE_08,2026-04-09,0,1.0,0,0,0
D002274,PO002274,S0039,SITE_05,2026-03-30,1,0.933,0,0,0
D002275,PO002275,S0070,SITE_06,2025-12-26,1,1.0,0,0,0
D002276,PO002276,S0069,SITE_03,2026-03-14,1,0.964,0,0,0
D002277,PO002277,S0120,SITE_08,2026-04-19,1,0.833,0,0,0
D002278,PO002278,S0061,SITE_05,2026-02-22,1,0.937,0,0,0
D002279,PO002279,S0080,SITE_09,2026-02-10,1,0.982,0,0,0
D002280,PO002280,S0112,SITE_09,2026-01-23,1,0.909,0,0,0
D002281,PO002281,S0099,SITE_10,2026-02-26,1,0.955,0,0,0
D002282,PO002282,S0116,SITE_01,2025-10-26,0,0.947,0,0,0
D002283,PO002283,S0019,SITE_04,2025-12-21,1,1.0,0,0,0
D002284,PO002284,S0053,SITE_07,2025-12-20,0,0.984,0,1,0
D002285,PO002285,S0104,SITE_09,2026-02-14,0,0.931,0,0,0
D002286,PO002286,S0057,SITE_07,2025-12-21,0,0.914,1,0,0
D002287,PO002287,S0035,SITE_08,2026-03-17,1,0.874,0,0,1
D002288,PO002288,S0069,SITE_01,2026-02-01,1,1.0,0,0,1
D002289,PO002289,S0008,SITE_03,2026-03-15,1,0.941,0,0,0
D002290,PO002290,S0101,SITE_08,2025-12-01,0,0.899,0,0,0
D002291,PO002291,S0054,SITE_04,2026-01-21,0,0.966,0,0,0
D002292,PO002292,S0089,SITE_07,2026-02-15,0,0.908,0,0,0
D002293,PO002293,S0115,SITE_11,2025-12-18,1,0.889,0,0,0
D002294,PO002294,S0046,SITE_06,2026-02-19,1,0.875,0,0,0
D002295,PO002295,S0115,SITE_05,2025-11-14,1,0.998,0,0,0
D002296,PO002296,S0004,SITE_11,2026-03-14,1,0.894,0,0,0
D002297,PO002297,S0094,SITE_08,2026-01-20,0,1.0,0,0,0
D002298,PO002298,S0113,SITE_03,2026-01-02,0,0.987,0,0,0
D002299,PO002299,S0048,SITE_10,2026-04-02,0,0.921,0,0,0
D002300,PO002300,S0058,SITE_02,2026-03-24,0,0.929,0,0,0
D002301,PO002301,S0073,SITE_03,2026-02-10,0,0.89,0,1,0
